customer_id,full_name,gender,date_of_birth,province,occupation,monthly_income,join_date,customer_segment
C04467,Trọng Mai,Male,1989-12-16,Khanh Hoa,Teacher,8495834.55,2018-02-25,Mass
C04468,Khoa Vũ,Female,1983-11-04,Hue,Accountant,11796922.26,2025-10-12,Mass
C04469,Cô Nhật Hoàng,Male,2001-07-24,Hue,Accountant,26291112.24,2021-11-04,Mass
C04470,Phúc Mai,Female,1985-09-08,Khanh Hoa,Sales,11373265.35,2020-01-29,Mass
C04471,Nhật Hoàng,Male,1975-05-15,Ho Chi Minh City,Office Staff,22863508.24,2020-08-06,Mass
C04472,Bà Ngọc Bùi,Female,1992-09-07,Can Tho,Engineer,13551480.05,2020-10-03,Mass
C04473,Phúc Mai Bảo Dương,Male,2001-06-20,Nghe An,Freelancer,11397444.77,2019-10-19,Mass
C04474,Minh Thế Vũ,Male,1993-02-07,Hai Phong,Engineer,107673230.75,2020-06-29,Premium
C04475,Kim Hải Vũ,Male,1987-10-02,Can Tho,Office Staff,14597446.36,2018-03-29,Mass
C04476,Trung Hải Dương,Female,1988-07-22,Thanh Hoa,IT Specialist,7854972.18,2021-08-05,Mass
C04477,Chị An Trần,Male,2001-03-10,Hai Phong,Bank Employee,29708279.43,2018-08-13,Affluent
C04478,Duyên Trần,Male,1994-02-21,Binh Duong,Teacher,17334134.53,2020-06-13,Mass
C04479,Cô Nhật Lê,Female,2003-04-02,Ha Noi,Office Staff,10588954.01,2020-07-23,Mass
C04480,Cô Hạnh Đặng,Male,1980-06-25,Nam Dinh,Accountant,10804357.59,2022-10-10,Mass
C04481,Nhiên Hải Dương,Female,1985-06-12,Ho Chi Minh City,Engineer,11428005.15,2020-03-22,Mass
C04482,Kim Đức Mai,Female,1988-08-06,Ha Noi,Bank Employee,91266260.01,2024-12-03,Premium
C04483,Trung Dương,Male,1982-10-06,Hai Phong,Accountant,6987598.31,2020-03-30,Mass
C04484,Linh Lê,Female,1994-03-17,Da Nang,Business Owner,38256744.23,2021-03-24,Affluent
C04485,Lâm Phú Trần,Male,1985-06-26,Thanh Hoa,Teacher,20235531.97,2025-05-21,Mass
C04486,Ngọc Vũ,Female,1995-01-08,Da Nang,IT Specialist,180722533.45,2026-06-08,Premium
C04487,Bảo Mai Bảo Dương,Male,1997-10-12,Bac Ninh,Business Owner,19104671.64,2020-01-08,Mass
C04488,Nhật Tấn Dương,Female,1982-09-12,Binh Duong,Business Owner,26610622.75,2018-10-12,Affluent
C04489,Bà Nhật Bùi,Male,1987-04-13,Hai Phong,Government Employee,11786727.47,2018-03-22,Mass
C04490,Nhiên Xuân Nguyễn,Other,1984-01-25,Khanh Hoa,Freelancer,11097963.18,2019-12-08,Mass
C04491,Bà Kim Trần,Male,1994-07-01,Ha Noi,Teacher,19377057.32,2020-06-16,Mass
C04492,Bác Hoàng Nguyễn,Male,1992-05-19,Dong Nai,Business Owner,16025071.48,2023-07-26,Mass
C04493,Chị Phương Hoàng,Male,1993-05-18,Da Nang,Accountant,57705185.49,2020-03-15,Affluent
C04494,Bác Trung Lê,Female,1998-03-16,Khanh Hoa,Business Owner,9678978.94,2026-07-14,Mass
C04495,An Văn Đặng,Other,1974-07-15,Da Nang,Business Owner,30626453.97,2022-02-23,Affluent
C04496,Trọng Phú Đặng,Female,1973-03-28,Binh Duong,Teacher,16396220.53,2024-05-14,Mass
C04497,Hương Dương,Male,1991-10-16,Thanh Hoa,Teacher,6361434.71,2022-11-13,Mass
C04498,Chị Lan Đặng,Female,1991-05-20,Hai Phong,Bank Employee,12434528.61,2018-01-14,Mass
C04499,Minh Bùi,Female,1978-06-12,Nghe An,Sales,20923295.63,2021-07-05,Mass
C04500,Quý cô Vi Nguyễn,Male,1998-05-17,Quang Ninh,Engineer,15884126.34,2021-02-14,Mass
C04501,Bác Tùng Dương,Male,1981-12-07,Khanh Hoa,Office Staff,48297117.13,2018-05-14,Affluent
C04502,Thảo Đặng,Female,1985-06-14,Thanh Hoa,Government Employee,6080168.8,2025-07-15,Mass
C04503,Hồng Hoàng,Male,1992-04-29,Thanh Hoa,Bank Employee,8007743.4,2026-04-07,Mass
C04504,Nhật Bùi,Male,1993-06-11,Thanh Hoa,Government Employee,147994021.91,2023-11-11,Premium
C04505,Anh Dũng Hoàng,Male,1987-06-18,Thanh Hoa,Office Staff,17934719.18,2022-03-17,Mass
C04506,Quý cô Thảo Vũ,Male,1987-02-15,Binh Duong,Bank Employee,60000000.0,2021-12-10,Premium
C04507,Ánh Phạm,Female,2008-05-20,Ba Ria - Vung Tau,Accountant,36597893.72,2019-06-23,Affluent
C04508,Thành Vũ,Female,1993-03-18,Dong Nai,Doctor,8524766.57,2018-10-03,Mass
C04509,Vân Phạm,Male,2008-04-29,Ba Ria - Vung Tau,Student,9278932.66,2022-03-07,Mass
C04510,Mai Dương,Female,1992-11-25,Khanh Hoa,Office Staff,130519327.01,2019-09-03,Premium
C04511,Quý cô Ngọc Bùi,Male,1987-10-13,Quang Ninh,Freelancer,56699661.21,2018-02-15,Affluent
C04512,Hương Vũ,Female,2002-04-26,Da Nang,Office Staff,16334464.5,2025-04-15,Mass
C04513,An Thế Hoàng,Female,1989-12-20,Hue,Office Staff,15302876.9,2020-08-25,Mass
C04514,Chi Hoàng,Male,1995-02-25,Ha Noi,Sales,48272023.71,2020-07-22,Affluent
C04515,Bà Vi Trần,Female,1987-02-19,Nam Dinh,Accountant,9460269.82,2020-10-03,Mass
C04516,Quý cô Vân Đặng,Male,1991-03-15,Thanh Hoa,Bank Employee,11034890.31,2020-05-14,Mass
C04517,Chị An Bùi,Male,1985-03-11,Thanh Hoa,Student,24567269.2,2019-05-08,Affluent
C04518,Thành Phạm,Female,1991-07-26,Quang Ninh,Student,13780632.83,2022-08-08,Mass
C04519,Ông Tú Lê,Female,1990-02-02,Ba Ria - Vung Tau,Freelancer,19227395.01,2018-11-29,Mass
C04520,Phúc Vũ,Female,1982-01-16,Thanh Hoa,Government Employee,11968621.75,2022-10-31,Mass
C04521,Huy Lê,Male,1988-01-20,Dong Nai,Sales,13308322.52,2018-07-11,Mass
C04522,Lâm Xuân Đặng,Male,1986-06-21,Khanh Hoa,Accountant,6333964.55,2025-08-16,Mass
C04523,Hạnh Vũ,Female,1993-10-11,Nghe An,Student,7137431.49,2023-08-26,Mass
C04524,Hà Lê,Female,1976-03-16,Ha Noi,Student,34366876.41,2025-02-24,Affluent
C04525,An Phạm,Male,1993-09-21,Binh Duong,Bank Employee,16424690.42,2024-05-27,Mass
C04526,Hạnh Lê,Male,1986-08-05,Can Tho,IT Specialist,8083981.97,2025-04-07,Mass
C04527,Nhật Đặng,Female,1991-03-01,Dong Nai,Student,31651893.39,2024-02-11,Affluent
C04528,Phương Mai,Female,2007-10-15,Can Tho,IT Specialist,9424474.43,2022-05-20,Mass
C04529,Ông Châu Hoàng,Male,1993-09-01,Dong Nai,Engineer,11526789.22,2019-10-30,Mass
C04530,Vũ Đặng,Female,2006-10-18,Ba Ria - Vung Tau,Office Staff,17957172.26,2024-07-04,Mass
C04531,Thành Lê,Female,1992-01-16,Binh Duong,Freelancer,12158764.0,2024-05-09,Mass
C04532,Lâm Đức Nguyễn,Female,1986-07-15,Thanh Hoa,Engineer,9107333.43,2022-09-11,Mass
C04533,Hà Lê,Female,1985-06-22,Dong Nai,Doctor,10553214.69,2023-02-18,Mass
C04534,Bà Bảo Mai,Female,2000-09-27,Nghe An,Accountant,41570147.83,2021-06-15,Affluent
C04535,Quý cô Xuân Đặng,Female,1974-07-12,Hue,Freelancer,15465271.02,2018-05-04,Mass
C04536,Linh Bùi,Male,1979-10-15,Khanh Hoa,Government Employee,10001008.5,2025-06-16,Mass
C04537,Hà Hữu Phạm,Male,2008-08-15,Ho Chi Minh City,Doctor,181494471.8,2021-05-23,Premium
C04538,Chị Khoa Dương,Female,1967-11-16,Khanh Hoa,Student,20591719.33,2021-03-02,Mass
C04539,Nhật Phạm,Male,1993-12-17,Khanh Hoa,Accountant,8010751.94,2022-04-08,Mass
C04540,Quý ông Thành Đặng,Female,2002-08-29,Khanh Hoa,Sales,21120165.42,2022-12-04,Affluent
C04541,Trung Thị Nguyễn,Male,1992-03-28,Nam Dinh,Freelancer,21049860.54,2021-01-17,Mass
C04542,Anh Nam Hoàng,Male,1992-01-14,Can Tho,Business Owner,13339368.02,2020-10-01,Mass
C04543,Nam Phú Đặng,Female,1974-10-15,Quang Ninh,Student,10417356.31,2026-04-21,Mass
C04544,Nhật Văn Đặng,Male,1968-01-07,Hai Phong,Accountant,24098261.29,2018-01-23,Mass
C04545,Ông Hoàng Trần,Male,1992-03-24,Ho Chi Minh City,Business Owner,9803796.0,2025-08-08,Mass
C04546,Khoa Lê,Male,1982-11-09,Nghe An,Freelancer,31534764.71,2026-07-05,Affluent
C04547,Quý ông Tùng Mai,Female,2003-09-04,Hai Phong,Accountant,18790288.71,2020-10-31,Mass
C04548,Tú Thị Đặng,Female,1976-12-13,Ba Ria - Vung Tau,Student,12671250.8,2025-05-02,Mass
C04549,Bà Vân Bùi,Female,2004-04-14,Ha Noi,Doctor,61151823.73,2018-07-09,Premium
C04550,Hưng Trần,Male,1989-09-06,Ba Ria - Vung Tau,Freelancer,81877298.94,2022-08-16,Premium
C04551,Thảo Lê,Female,1994-09-11,Thanh Hoa,Office Staff,17160217.25,2023-10-03,Mass
C04552,Thành Lê,Female,1982-09-19,Nghe An,Bank Employee,52920504.14,2018-09-26,Affluent
C04553,Dũng Bùi,Male,2001-03-09,Quang Ninh,Government Employee,10641799.56,2022-08-26,Mass
C04554,Phương Đặng,Female,1981-11-06,Binh Duong,Business Owner,40035700.31,2023-11-27,Affluent
C04555,Nhật Vũ,Male,1974-09-22,Ho Chi Minh City,Office Staff,13902858.92,2023-10-16,Mass
C04556,Huy Nguyễn,Female,1969-12-16,Da Nang,Freelancer,14496581.75,2025-04-03,Mass
C04557,Thảo Đặng,Male,1979-05-18,Hai Phong,Engineer,10715340.63,2018-01-09,Mass
C04558,Cô Bảo Mai,Male,1989-12-04,Ho Chi Minh City,Engineer,45999539.37,2022-04-26,Affluent
C04559,Thành Trần,Female,1973-07-12,Dong Nai,IT Specialist,15489146.95,2019-06-27,Mass
C04560,Hạnh Đặng,Male,1991-09-17,Nghe An,Teacher,52907683.3,2020-09-10,Affluent
C04561,Tú Xuân Hoàng,Female,2008-02-08,Ha Noi,Bank Employee,22843753.52,2019-12-19,Affluent
C04562,Cô Mai Nguyễn,Other,1983-03-04,Bac Ninh,Bank Employee,35148451.68,2020-12-19,Affluent
C04563,Khoa Mai,Male,1984-06-15,Da Nang,Freelancer,12273583.66,2025-04-20,Mass
C04564,Nhật Mai,Male,1984-05-28,Da Nang,Government Employee,9023801.18,2023-06-08,Mass
C04565,Tùng Vũ,Female,1984-08-24,Quang Ninh,Office Staff,47165958.77,2021-04-24,Affluent
C04566,Kim Nguyễn,Female,1976-11-04,Quang Ninh,Business Owner,24279943.83,2022-03-12,Mass
C04567,Huy Trần,Male,1987-12-03,Ha Noi,Freelancer,13207376.91,2019-10-02,Mass
C04568,Anh Thị Lê,Female,2007-02-07,Da Nang,Doctor,9963343.02,2024-03-08,Mass
C04569,Hà Hoàng,Female,1992-12-15,Thanh Hoa,Accountant,47963673.73,2025-11-24,Affluent
C04570,Hương Dương,Male,1996-11-23,Hue,Bank Employee,44444893.23,2018-01-04,Affluent
C04571,Chi Đặng,Male,1991-05-06,Bac Ninh,Accountant,11278494.94,2026-07-30,Mass
C04572,Phương Đức Vũ,Female,1988-04-29,Ha Noi,Sales,10464639.63,2025-10-31,Mass
C04573,Chị Hà Đặng,Female,1995-05-25,Nghe An,Engineer,6607673.22,2022-12-06,Mass
C04574,Chị Hải Hoàng,Female,1993-05-13,Ho Chi Minh City,Office Staff,82531738.42,2022-06-27,Premium
C04575,Hải Nguyễn,Female,1996-05-15,Binh Duong,Government Employee,13885043.06,2019-05-02,Mass
C04576,Anh Hoàng Lê,Male,1982-12-18,Thanh Hoa,IT Specialist,13015939.56,2022-02-22,Mass
C04577,Quý cô Ngọc Mai,Male,1979-10-07,Hue,Accountant,14678052.1,2020-03-20,Mass
C04578,Nhiên Phạm,Female,1994-06-06,Hue,Office Staff,10205297.52,2023-03-14,Mass
C04579,Anh Hưng Bùi,Female,1986-11-19,Nghe An,Accountant,14668834.46,2018-10-29,Mass
C04580,Quý cô Mai Mai,Male,1974-12-14,Nam Dinh,Freelancer,50033859.94,2025-06-23,Affluent
C04581,Quang Lê,Female,1996-07-24,Can Tho,Office Staff,96001870.34,2020-02-01,Premium
C04582,Khoa Bảo Hoàng,Female,1983-03-21,Quang Ninh,Teacher,153295786.05,2024-04-27,Premium
C04583,Anh Phạm,Female,1980-09-30,Hue,Accountant,11734689.95,2023-02-02,Mass
C04584,Nhật Bùi,Female,2003-12-13,Khanh Hoa,Accountant,8459405.66,2021-11-13,Mass
C04585,Trọng Dương,Male,1987-12-06,Ba Ria - Vung Tau,Freelancer,13526971.79,2019-09-25,Mass
C04586,Hương Bùi,Female,2002-11-26,Dong Nai,Student,12188660.03,2020-06-01,Mass
C04587,Bà Yến Lê,Male,1983-12-26,Can Tho,IT Specialist,24778592.24,2022-06-26,Affluent
C04588,Cô Hải Phạm,Female,1978-02-11,Can Tho,IT Specialist,10514662.88,2020-02-07,Mass
C04589,Cô Lâm Phạm,Male,1977-02-26,Ha Noi,Business Owner,9956228.09,2020-11-09,Mass
C04590,Yến Trần,Female,2002-09-05,Nghe An,Business Owner,30505499.06,2020-10-08,Affluent
C04591,Bảo Hoàng Vũ,Male,1992-06-22,Khanh Hoa,Government Employee,31149683.65,2026-07-29,Affluent
C04592,Khoa Nguyễn,Female,1993-07-15,Quang Ninh,Accountant,13487919.76,2018-01-19,Mass
C04593,Cô Ánh Nguyễn,Female,1992-05-07,Nam Dinh,Office Staff,11725515.88,2025-05-20,Mass
C04594,Hà Tấn Phạm,Female,2008-03-08,Quang Ninh,Freelancer,39364227.26,2018-10-03,Affluent
C04595,Anh Hoàng Trần,Female,1991-04-30,Can Tho,Bank Employee,21083888.97,2018-05-19,Mass
C04596,Dũng Bảo Bùi,Female,2000-12-16,Hai Phong,Doctor,6372572.82,2018-03-10,Mass
C04597,Bảo Phạm,Male,1983-12-15,Thanh Hoa,Sales,13547352.03,2025-02-16,Mass
C04598,Chị Kim Đặng,Female,2002-02-02,Quang Ninh,Office Staff,7025135.59,2024-01-22,Mass
C04599,Chị Chi Dương,Male,1974-04-23,Binh Duong,Bank Employee,19684770.91,2019-10-17,Mass
C04600,Huy Nguyễn,Female,2007-10-23,Can Tho,Teacher,10221860.26,2018-02-16,Mass
C04601,Nam Bùi,Male,1971-10-10,Ho Chi Minh City,Teacher,10158235.49,2020-01-19,Mass
C04602,Anh Hưng Nguyễn,Male,1996-06-05,Ha Noi,Freelancer,89305801.75,2022-10-14,Premium
C04603,Bác Trung Bùi,Male,2003-08-09,Khanh Hoa,Business Owner,6607696.72,2024-12-16,Mass
C04604,Hạnh Lê,Male,1978-12-19,Binh Duong,Government Employee,20135148.91,2018-05-20,Affluent
C04605,Anh Lê,Female,1988-03-28,Hue,Government Employee,16366056.63,2018-01-18,Mass
C04606,An Mai Bảo Mai,Male,2005-10-27,Da Nang,Doctor,8683396.11,2018-01-12,Mass
C04607,Khoa Dương,Male,1977-03-11,Hue,Engineer,123757854.99,2022-10-30,Premium
C04608,Khoa Hải Dương,Female,1997-01-29,Quang Ninh,Bank Employee,50200388.34,2025-03-14,Affluent
C04609,Bà Ánh Dương,Female,1977-05-11,Binh Duong,Office Staff,13184937.67,2021-06-12,Mass
C04610,Hạnh Xuân Dương,Female,2000-07-31,Can Tho,Teacher,10383308.9,2018-10-25,Mass
C04611,Quý cô Xuân Lê,Female,1987-01-31,Ho Chi Minh City,Freelancer,11233478.37,2022-07-16,Mass
C04612,Vi Phạm,Male,1980-09-09,Thanh Hoa,IT Specialist,7025073.81,2025-03-16,Mass
C04613,Quý ông Quang Mai,Male,2007-01-18,Da Nang,Office Staff,12784219.24,2018-12-19,Mass
C04614,Cô Hạnh Đặng,Female,1995-10-28,Quang Ninh,Office Staff,9635359.71,2021-09-28,Mass
C04615,Tú Vũ,Female,2007-12-05,Khanh Hoa,Student,12082373.99,2020-03-23,Mass
C04616,Thành Nguyễn,Female,1991-06-26,Bac Ninh,IT Specialist,15083844.85,2021-05-06,Mass
C04617,Khoa Trần,Female,1990-05-06,Binh Duong,Business Owner,11455789.35,2023-01-12,Mass
C04618,Bà Thảo Phạm,Male,1977-11-29,Ha Noi,Business Owner,7580226.6,2018-04-16,Mass
C04619,Quý cô Phương Nguyễn,Male,1985-01-04,Hue,Teacher,21200057.88,2021-07-15,Affluent
C04620,Cô Thành Mai,Female,2000-09-28,Can Tho,IT Specialist,7849710.51,2018-11-09,Mass
C04621,Khoa Tấn Nguyễn,Female,1981-11-28,Hai Phong,IT Specialist,11728397.85,2025-09-19,Mass
C04622,Anh Phúc Trần,Female,1991-04-04,Hai Phong,IT Specialist,8146188.13,2025-05-16,Mass
C04623,Huy Vũ,Male,1993-12-31,Khanh Hoa,Sales,9186121.33,2021-12-11,Mass
C04624,Nhiên Phạm,Male,1986-05-27,Ha Noi,Freelancer,25998028.83,2024-04-05,Affluent
C04625,Hải Phú Trần,Female,1976-01-20,Ha Noi,Sales,6675562.65,2026-04-28,Mass
C04626,Nhật Hoàng Phạm,Male,1999-08-14,Da Nang,IT Specialist,21583450.24,2026-01-21,Mass
C04627,Hưng Tấn Đặng,Female,1995-03-16,Ho Chi Minh City,Sales,7573831.77,2025-06-22,Mass
C04628,Anh Tùng Đặng,Male,1988-03-14,Ha Noi,Bank Employee,10160619.0,2023-04-21,Mass
C04629,Anh Huy Mai,Male,2000-05-08,Ha Noi,Freelancer,8177216.95,2018-02-21,Mass
C04630,Yến Trần,Female,1960-04-30,Ba Ria - Vung Tau,Business Owner,10988656.18,2021-02-05,Mass
C04631,Khoa Lê,Female,2008-05-24,Khanh Hoa,Student,20240895.05,2019-12-31,Mass
C04632,Quý cô Ánh Nguyễn,Male,1984-01-02,Ha Noi,Bank Employee,9176477.34,2022-04-17,Mass
C04633,Quý cô Hồng Mai,Male,2001-07-10,Dong Nai,Student,42836472.48,2020-09-04,Affluent
C04634,Hà Mai,Female,1992-12-28,Nghe An,Accountant,6115425.89,2021-02-15,Mass
C04635,Anh Quang Phạm,Female,1970-10-18,Can Tho,Office Staff,10308924.62,2023-12-28,Mass
C04636,Bà Hương Nguyễn,Female,1974-07-22,Hue,Sales,18771858.97,2025-10-29,Mass
C04637,Nam Hoàng,Male,2002-03-19,Nam Dinh,Student,17227778.37,2024-09-24,Mass
C04638,Hà Đức Hoàng,Male,1998-06-19,Can Tho,Doctor,6243628.13,2022-09-07,Mass
C04639,Anh Vũ Đặng,Male,1995-09-04,Ba Ria - Vung Tau,Doctor,13791876.72,2023-04-03,Mass
C04640,Cô Hương Vũ,Male,1996-09-21,Nghe An,Government Employee,31920025.11,2026-07-19,Affluent
C04641,Cô Chi Vũ,Female,1978-02-27,Thanh Hoa,Office Staff,12455714.86,2024-10-14,Mass
C04642,Cô Nhật Phạm,Female,2000-09-09,Khanh Hoa,Teacher,15342354.37,2025-08-15,Mass
C04643,Thành Đức Trần,Female,1987-12-02,Can Tho,Freelancer,4964660.76,2026-02-08,Mass
C04644,Bà Ngọc Bùi,Female,1985-11-16,Ba Ria - Vung Tau,Business Owner,39365770.66,2018-11-20,Affluent
C04645,Quang Mai Mai,Male,1989-10-20,Binh Duong,Teacher,45734742.36,2022-03-31,Affluent
C04646,Cô Nhật Trần,Male,1998-04-13,Nghe An,Business Owner,13499890.52,2024-04-16,Mass
C04647,Dương Vũ,Male,2008-07-07,Dong Nai,Accountant,13837582.83,2025-05-19,Mass
C04648,Chị Ánh Lê,Male,1968-12-08,Ho Chi Minh City,Accountant,8471494.39,2023-02-06,Mass
C04649,Cô Yến Lê,Female,1998-10-22,Quang Ninh,Teacher,9359587.74,2020-07-14,Mass
C04650,Chị Mai Lê,Female,1989-02-05,Ho Chi Minh City,Office Staff,8271732.29,2021-01-21,Mass
C04651,Bảo Nguyễn,Male,1986-05-15,Nam Dinh,IT Specialist,45123358.76,2018-08-21,Affluent
C04652,Anh Trọng Lê,Female,1984-10-22,Ba Ria - Vung Tau,Bank Employee,20590368.83,2025-03-08,Affluent
C04653,Hương Phạm,Female,1980-08-26,Thanh Hoa,Engineer,16659576.98,2026-05-14,Mass
C04654,Khoa Bảo Lê,Male,1980-11-23,Khanh Hoa,Sales,39142183.06,2024-06-19,Affluent
C04655,Bảo Dương,Male,1988-01-29,Dong Nai,Accountant,151127816.44,2019-06-26,Premium
C04656,An Xuân Đặng,Female,1969-07-08,Bac Ninh,Sales,26296501.89,2024-06-18,Affluent
C04657,Vân Lê,Male,1979-10-05,Da Nang,Doctor,96610105.43,2019-07-19,Premium
C04658,Hà Quang Lê,Female,1992-08-26,Can Tho,Government Employee,7008480.45,2019-06-16,Mass
C04659,Cô Lan Bùi,Male,1993-12-22,Ba Ria - Vung Tau,IT Specialist,8464355.83,2022-05-10,Mass
C04660,Kim Phạm,Female,1996-09-07,Da Nang,Office Staff,8170592.4,2018-06-20,Mass
C04661,Bà Nhật Mai,Male,1995-06-02,Hue,Office Staff,10410011.89,2019-06-14,Mass
C04662,Bảo Xuân Hoàng,Female,1988-11-09,Hai Phong,Bank Employee,6819213.88,2020-12-25,Mass
C04663,Quý cô Hồng Lê,Female,2005-11-14,Nghe An,Freelancer,13620508.63,2020-06-05,Mass
C04664,Bác Dũng Vũ,Female,1998-12-02,Hai Phong,Teacher,17478858.7,2026-04-23,Mass
C04665,Cô Mai Bùi,Male,1988-09-19,Quang Ninh,Sales,14839215.94,2024-10-27,Mass
C04666,Thành Mai,Male,1975-07-19,Can Tho,Doctor,31894539.45,2023-02-28,Affluent
C04667,Ông Nhiên Trần,Female,1996-12-14,Thanh Hoa,Student,16281061.4,2020-08-05,Mass
C04668,Cô Lâm Mai,Female,1984-12-14,Ho Chi Minh City,Teacher,92780646.0,2018-06-20,Premium
C04669,Phương Dương,Male,1975-01-07,Hue,Office Staff,11140879.06,2023-03-14,Mass
C04670,Hải Trí Nguyễn,Male,1990-01-24,Ba Ria - Vung Tau,Business Owner,12089467.0,2020-11-21,Mass
C04671,Chị Bảo Phạm,Female,2000-11-12,Khanh Hoa,Teacher,12330323.28,2021-03-16,Mass
C04672,Vân Hoàng,Female,1974-12-02,Nam Dinh,Student,14022252.89,2021-09-11,Mass
C04673,Lâm Mai,Male,1990-08-18,Hai Phong,Government Employee,11339453.46,2024-04-17,Mass
C04674,Thành Mai,Male,1986-12-28,Khanh Hoa,Accountant,15600843.29,2021-12-06,Mass
C04675,Hạnh Vũ,Female,1984-05-12,Ba Ria - Vung Tau,Business Owner,31683264.35,2022-06-19,Affluent
C04676,Tùng Trí Lê,Female,1987-07-16,Binh Duong,Teacher,14194939.94,2025-09-10,Mass
C04677,Hồng Dương,Male,2002-07-29,Thanh Hoa,Freelancer,12727784.24,2021-07-13,Mass
C04678,Chị Vi Phạm,Female,2008-03-18,Ha Noi,Doctor,121289914.81,2022-07-31,Premium
C04679,Phương Lê,Male,1983-03-04,Binh Duong,Teacher,15588723.4,2022-09-29,Mass
C04680,Ông Huy Mai,Male,1995-09-27,Nam Dinh,IT Specialist,38400178.65,2019-09-24,Affluent
C04681,Nhật Đặng,Female,1975-03-14,Ha Noi,Teacher,19682423.45,2018-09-15,Mass
C04682,Anh Anh Đặng,Male,1991-03-31,Ha Noi,Engineer,12599643.51,2020-03-26,Mass
C04683,Ngọc Nguyễn,Female,1978-09-02,Thanh Hoa,Doctor,7096672.02,2025-02-13,Mass
C04684,Vi Nguyễn,Female,1994-02-28,Thanh Hoa,Engineer,19151026.34,2018-08-10,Mass
C04685,Hương Đặng,Male,1980-02-23,Khanh Hoa,Office Staff,13655590.14,2020-01-05,Mass
C04686,Cô Hà Phạm,Male,2007-08-22,Bac Ninh,Doctor,11792197.31,2021-06-13,Mass
C04687,Ông Bảo Mai,Male,1997-05-19,Ha Noi,Student,13474112.69,2020-12-18,Mass
C04688,Hưng Văn Lê,Female,1999-03-28,Bac Ninh,Engineer,8380465.5,2021-08-03,Mass
C04689,Dũng Hữu Trần,Female,2008-02-02,Khanh Hoa,Office Staff,18403452.62,2023-03-01,Mass
C04690,Khoa Vũ,Male,1995-08-23,Dong Nai,Bank Employee,106487595.0,2025-02-23,Premium
C04691,Cô Phương Lê,Female,1991-03-14,Hue,Student,65248079.5,2026-01-21,Premium
C04692,Bác Châu Mai,Male,2004-06-12,Hue,Sales,8440540.57,2019-05-20,Mass
C04693,Bảo Lê,Female,1998-06-24,Ba Ria - Vung Tau,Sales,39069024.3,2023-07-21,Affluent
C04694,Minh Hoàng,Male,1998-10-23,Nghe An,IT Specialist,22113280.84,2018-01-29,Mass
C04695,Linh Bùi,Male,1979-02-09,Ha Noi,Teacher,138174033.9,2026-05-14,Premium
C04696,Ông Minh Bùi,Female,1992-02-03,Dong Nai,Student,20387152.18,2020-12-22,Mass
C04697,Ông Hưng Hoàng,Male,1993-09-29,Dong Nai,Bank Employee,11869417.75,2020-01-31,Mass
C04698,Ngọc Vũ,Male,1988-11-29,Da Nang,Accountant,15341241.33,2020-06-07,Mass
C04699,Quý cô Linh Đặng,Male,1983-07-24,Can Tho,Student,10161568.42,2023-05-17,Mass
C04700,Thành Mai,Male,1995-10-18,Quang Ninh,Doctor,15012342.33,2022-07-17,Mass
C04701,Minh Lê,Male,1983-09-15,Quang Ninh,Government Employee,31104195.82,2021-08-12,Affluent
C04702,Kim Đức Phạm,Male,2008-07-07,Binh Duong,Accountant,92041885.22,2023-02-28,Premium
C04703,Bảo Đức Mai,Male,1983-12-06,Ho Chi Minh City,Teacher,22574084.53,2022-12-05,Mass
C04704,Bà Linh Nguyễn,Male,2004-05-31,Khanh Hoa,Student,10335728.83,2026-01-31,Mass
C04705,Khoa Xuân Hoàng,Female,1995-04-12,Ho Chi Minh City,Teacher,19287139.34,2020-09-03,Mass
C04706,Nhật Thị Mai,Female,1991-09-22,Khanh Hoa,Engineer,8735038.53,2018-01-01,Mass
C04707,Dương Dương,Male,1983-11-24,Bac Ninh,Doctor,30999048.35,2019-12-19,Affluent
C04708,Hồng Phạm,Female,2004-05-02,Quang Ninh,Doctor,69969600.08,2023-07-20,Premium
C04709,Quý cô Duyên Hoàng,Female,1970-12-03,Khanh Hoa,Government Employee,13727208.39,2024-10-26,Mass
C04710,Bác Nam Hoàng,Male,1988-10-24,Thanh Hoa,Sales,32472057.19,2018-12-11,Affluent
C04711,Chị Hà Nguyễn,Male,1987-05-20,Can Tho,Sales,13236646.47,2022-05-13,Mass
C04712,Hưng Trần,Male,1987-02-20,Da Nang,Accountant,12492174.79,2024-10-31,Mass
C04713,Hạnh Đức Mai,Female,1981-06-24,Nghe An,Doctor,12097431.66,2018-01-16,Mass
C04714,Thảo Vũ,Female,2001-03-13,Dong Nai,Business Owner,78272868.01,2020-05-24,Premium
C04715,Quý cô Nhật Phạm,Female,2008-06-26,Dong Nai,Accountant,224954246.45,2026-02-16,Premium
C04716,Quý cô Yến Phạm,Female,1981-08-01,Thanh Hoa,IT Specialist,8974452.92,2020-06-13,Mass
C04717,Kim Vũ,Male,1994-08-25,Hue,Student,9602273.41,2018-05-19,Mass
C04718,Chị Dương Trần,Female,1974-03-16,Ba Ria - Vung Tau,Business Owner,22859914.36,2018-04-26,Affluent
C04719,Quý cô Khoa Vũ,Female,1989-02-19,Ha Noi,Doctor,11552731.53,2018-08-03,Mass
C04720,Bà Kim Vũ,Male,1981-09-18,Da Nang,Freelancer,11571016.8,2024-12-30,Mass
